timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1692936629510,94,HTTP Request,200,OK,Thread Group 1-1,text,true,,3269,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6330/Details.json?catalogue=false,94,0,36
1692936629621,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936629656,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3827,0,1,1,null,0,0,0
1692936629678,108,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6334/Details.json?catalogue=false,108,0,39
1692936629793,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936629817,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936629985,112,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,112,0,51
1692936630111,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936630151,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936630251,126,HTTP Request,200,OK,Thread Group 1-1,text,true,,3255,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6333/Details.json?catalogue=false,126,0,43
1692936630388,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936630393,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3812,0,1,1,null,0,0,0
1692936630400,108,HTTP Request,200,OK,Thread Group 1-1,text,true,,3257,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6328/Details.json?catalogue=false,108,0,45
1692936630522,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936630532,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3815,0,1,1,null,0,0,0
1692936630662,134,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6334/Details.json?catalogue=false,134,0,65
1692936630842,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936630973,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936630994,103,HTTP Request,200,OK,Thread Group 1-1,text,true,,3257,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6328/Details.json?catalogue=false,103,0,49
1692936631145,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936631356,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3815,0,1,1,null,0,0,0
1692936631396,123,HTTP Request,200,OK,Thread Group 1-1,text,true,,1966,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false,123,0,41
1692936631532,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936631546,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3823,0,1,1,null,0,0,0
1692936631575,111,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6336/Details.json?catalogue=false,111,0,43
1692936631698,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936631804,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936631876,105,HTTP Request,200,OK,Thread Group 1-1,text,true,,3255,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6333/Details.json?catalogue=false,105,0,37
1692936631995,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936632054,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3812,0,1,1,null,0,0,0
1692936632113,84,HTTP Request,200,OK,Thread Group 1-1,text,true,,810,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6331/Details.json?catalogue=false,84,0,32
1692936632211,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3676,0,1,1,null,0,0,0
1692936632217,108,HTTP Request,200,OK,Thread Group 1-1,text,true,,3249,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6332/Details.json?catalogue=false,108,0,42
1692936632335,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936632514,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3807,0,1,1,null,0,0,0
1692936632605,102,HTTP Request,200,OK,Thread Group 1-1,text,true,,3253,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6329/Details.json?catalogue=false,102,0,42
1692936632719,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936632726,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3811,0,1,1,null,0,0,0
1692936632779,120,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,120,0,53
1692936632913,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936632938,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936632953,102,HTTP Request,200,OK,Thread Group 1-1,text,true,,3269,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6330/Details.json?catalogue=false,102,0,36
1692936633063,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936633070,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3827,0,1,1,null,0,0,0
1692936633075,129,HTTP Request,200,OK,Thread Group 1-1,text,true,,3249,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6332/Details.json?catalogue=false,129,0,56
1692936633217,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936633223,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3807,0,1,1,null,0,0,0
1692936633260,130,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,130,0,63
1692936633720,2,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936633743,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936633814,117,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,117,0,46
1692936633954,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936634026,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936634075,120,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6336/Details.json?catalogue=false,120,0,44
1692936634205,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936634210,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936634226,107,HTTP Request,200,OK,Thread Group 1-1,text,true,,3249,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6332/Details.json?catalogue=false,107,0,44
1692936634538,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936634594,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3807,0,1,1,null,0,0,0
1692936634623,113,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6334/Details.json?catalogue=false,113,0,40
1692936634808,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936634820,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936634864,96,HTTP Request,200,OK,Thread Group 1-1,text,true,,3253,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6329/Details.json?catalogue=false,96,0,38
1692936634972,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936635103,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3811,0,1,1,null,0,0,0
1692936635165,113,HTTP Request,200,OK,Thread Group 1-1,text,true,,3255,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6333/Details.json?catalogue=false,113,0,38
1692936635338,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936635386,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3812,0,1,1,null,0,0,0
1692936635411,111,HTTP Request,200,OK,Thread Group 1-1,text,true,,3249,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6332/Details.json?catalogue=false,111,0,40
1692936635534,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936635856,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3807,0,1,1,null,0,0,0
1692936635871,100,HTTP Request,200,OK,Thread Group 1-1,text,true,,3255,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6333/Details.json?catalogue=false,100,0,37
1692936635977,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936635984,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3812,0,1,1,null,0,0,0
1692936636055,99,HTTP Request,200,OK,Thread Group 1-1,text,true,,3257,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6328/Details.json?catalogue=false,99,0,44
1692936636281,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936636328,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3815,0,1,1,null,0,0,0
1692936636382,89,HTTP Request,200,OK,Thread Group 1-1,text,true,,810,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6331/Details.json?catalogue=false,89,0,36
1692936636479,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3676,0,1,1,null,0,0,0
1692936636484,99,HTTP Request,200,OK,Thread Group 1-1,text,true,,3257,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6328/Details.json?catalogue=false,99,0,36
1692936636596,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936636602,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3815,0,1,1,null,0,0,0
1692936636645,96,HTTP Request,200,OK,Thread Group 1-1,text,true,,3249,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6332/Details.json?catalogue=false,96,0,33
1692936636752,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936636993,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3807,0,1,1,null,0,0,0
1692936637275,102,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6334/Details.json?catalogue=false,102,0,36
1692936637641,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936637683,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936637727,108,HTTP Request,200,OK,Thread Group 1-1,text,true,,3255,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6333/Details.json?catalogue=false,108,0,36
1692936637846,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936637853,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3812,0,1,1,null,0,0,0
1692936637895,94,HTTP Request,200,OK,Thread Group 1-1,text,true,,810,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6331/Details.json?catalogue=false,94,0,36
1692936638001,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3676,0,1,1,null,0,0,0
1692936638075,112,HTTP Request,200,OK,Thread Group 1-1,text,true,,3249,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6332/Details.json?catalogue=false,112,0,42
1692936638193,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936638223,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3807,0,1,1,null,0,0,0
1692936638316,94,HTTP Request,200,OK,Thread Group 1-1,text,true,,3269,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6330/Details.json?catalogue=false,94,0,37
1692936638422,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936638427,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3827,0,1,1,null,0,0,0
1692936638471,96,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6334/Details.json?catalogue=false,96,0,35
1692936638579,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936638654,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936639004,100,HTTP Request,200,OK,Thread Group 1-1,text,true,,3249,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6332/Details.json?catalogue=false,100,0,37
1692936639116,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936639122,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3807,0,1,1,null,0,0,0
1692936639127,95,HTTP Request,200,OK,Thread Group 1-1,text,true,,3255,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6333/Details.json?catalogue=false,95,0,32
1692936639235,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936639241,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3813,0,1,1,null,0,0,0
1692936639246,100,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6336/Details.json?catalogue=false,100,0,36
1692936639359,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936639366,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3802,0,1,1,null,0,0,0
1692936639386,99,HTTP Request,200,OK,Thread Group 1-1,text,true,,1966,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false,99,0,34
1692936639495,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936639500,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3824,0,1,1,null,0,0,0
1692936639752,101,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,101,0,38
1692936639919,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936640024,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3802,0,1,1,null,0,0,0
1692936640257,95,HTTP Request,200,OK,Thread Group 1-1,text,true,,1966,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false,95,0,36
1692936640364,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936640383,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3824,0,1,1,null,0,0,0
1692936640456,94,HTTP Request,200,OK,Thread Group 1-1,text,true,,3269,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6330/Details.json?catalogue=false,94,0,32
1692936640570,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936640665,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3828,0,1,1,null,0,0,0
1692936640931,108,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6334/Details.json?catalogue=false,107,0,39
1692936641050,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936641056,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3802,0,1,1,null,0,0,0
1692936641061,94,HTTP Request,200,OK,Thread Group 1-1,text,true,,3249,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6332/Details.json?catalogue=false,94,0,35
1692936641185,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936641191,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3808,0,1,1,null,0,0,0
1692936641450,89,HTTP Request,200,OK,Thread Group 1-1,text,true,,810,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6331/Details.json?catalogue=false,89,0,40
1692936641550,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3677,0,1,1,null,0,0,0
1692936641735,99,HTTP Request,200,OK,Thread Group 1-1,text,true,,3249,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6332/Details.json?catalogue=false,99,0,37
1692936641846,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936641960,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3808,0,1,1,null,0,0,0
1692936642197,101,HTTP Request,200,OK,Thread Group 1-1,text,true,,1966,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false,101,0,41
1692936642378,2,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936642762,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3824,0,1,1,null,0,0,0
1692936642796,105,HTTP Request,200,OK,Thread Group 1-1,text,true,,1966,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false,105,0,44
1692936642913,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936642957,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3824,0,1,1,null,0,0,0
1692936642992,100,HTTP Request,200,OK,Thread Group 1-1,text,true,,3253,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6329/Details.json?catalogue=false,100,0,43
1692936643104,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936643110,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3812,0,1,1,null,0,0,0
1692936643161,87,HTTP Request,200,OK,Thread Group 1-1,text,true,,3253,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6329/Details.json?catalogue=false,87,0,32
1692936643333,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936643345,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3812,0,1,1,null,0,0,0
1692936643513,95,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,95,0,36
1692936643618,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936643663,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3802,0,1,1,null,0,0,0
1692936643681,95,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,95,0,35
1692936643802,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936643865,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3802,0,1,1,null,0,0,0
1692936644267,94,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,94,0,36
1692936644374,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936644380,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3802,0,1,1,null,0,0,0
1692936644396,93,HTTP Request,200,OK,Thread Group 1-1,text,true,,3269,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6330/Details.json?catalogue=false,93,0,35
1692936644501,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936644525,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3828,0,1,1,null,0,0,0
1692936644557,93,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6334/Details.json?catalogue=false,93,0,39
1692936644694,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936644699,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3802,0,1,1,null,0,0,0
1692936644704,101,HTTP Request,200,OK,Thread Group 1-1,text,true,,3253,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6329/Details.json?catalogue=false,100,0,35
1692936644982,2,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936644996,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3812,0,1,1,null,0,0,0
1692936645170,86,HTTP Request,200,OK,Thread Group 1-1,text,true,,3255,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6333/Details.json?catalogue=false,86,0,32
1692936645269,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936645440,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3813,0,1,1,null,0,0,0
1692936645495,91,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6334/Details.json?catalogue=false,91,0,30
1692936645660,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936646211,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3802,0,1,1,null,0,0,0
1692936646260,92,HTTP Request,200,OK,Thread Group 1-1,text,true,,1966,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false,92,0,37
1692936646365,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936646767,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3824,0,1,1,null,0,0,0
1692936646832,102,HTTP Request,200,OK,Thread Group 1-1,text,true,,3255,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6333/Details.json?catalogue=false,102,0,36
1692936646946,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936647074,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3813,0,1,1,null,0,0,0
1692936647442,92,HTTP Request,200,OK,Thread Group 1-1,text,true,,3249,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6332/Details.json?catalogue=false,92,0,35
1692936647547,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936647553,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3808,0,1,1,null,0,0,0
1692936647558,86,HTTP Request,200,OK,Thread Group 1-1,text,true,,3253,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6329/Details.json?catalogue=false,86,0,32
1692936647695,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936647700,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3812,0,1,1,null,0,0,0
1692936647705,94,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6334/Details.json?catalogue=false,94,0,32
1692936647811,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936647818,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3802,0,1,1,null,0,0,0
1692936648171,51,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-1,text,false,,2083,0,1,1,https://api.tmsandbox.co.nz/v1/Categories/6334/Details.json?catalogue=false,0,0,29
